cluster_rank,level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,candidate_method,cluster_raw_id,cluster_candidate_count,cluster_min,cluster_max,cluster_mid,cluster_mean,cluster_median,cluster_width,cluster_score,score_mean,score_sum,rank_weight_sum,best_candidate_rank_in_cluster,actual_published_level,cluster_mid_signed_error,cluster_mid_abs_error,cluster_mean_abs_error,cluster_median_abs_error,cluster_contains_actual,cluster_mid_within_3,cluster_mid_within_5,cluster_band_plus_3_contains_actual,cluster_band_plus_5_contains_actual,candidate_anchor_keys,candidate_prices,candidate_ranks
1,2025-10-06,2025-10-03,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_ONLY,1,1,3818.51125,3818.51125,3818.51125,3818.51125,3818.51125,0.0,84.452187,91.296875,91.296875,1.0,1,3830.61,12.09875,12.09875,12.09875,12.09875,False,False,False,False,False,red_box_quarter::red_box_2_75pct,3818.511250,1
1,2025-10-06,2025-10-03,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_ONLY,1,1,3797.60875,3797.60875,3797.60875,3797.60875,3797.60875,0.0,75.422313,75.728125,75.728125,1.0,1,3810.83,13.22125,13.22125,13.22125,13.22125,False,False,False,False,False,red_box_quarter::red_box_3_25pct,3797.608750,1
1,2025-10-07,2025-10-06,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3948.6225,3948.6225,3948.6225,3948.6225,3948.6225,0.0,82.14125,87.3125,87.3125,1.0,1,3964.13,15.5075,15.5075,15.5075,15.5075,False,False,False,False,False,prior_range_fraction::prev_range_0.75,3948.622500,1
1,2025-10-07,2025-10-06,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3938.47,3938.47,3938.47,3938.47,3938.47,0.0,74.4055,73.975,73.975,1.0,1,3946.24,7.77,7.77,7.77,7.77,False,False,False,False,False,prior_hlc::previous_pivot_hlc3,3938.470000,1
1,2025-10-07,2025-10-06,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3913.2875,3913.2875,3913.2875,3913.2875,3913.2875,0.0,83.66375,89.9375,89.9375,1.0,1,3927.93,14.6425,14.6425,14.6425,14.6425,False,False,False,False,False,green_box_midline::green_mid_1,3913.287500,1
1,2025-10-07,2025-10-06,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3897.74625,3897.74625,3897.74625,3897.74625,3897.74625,0.0,83.558625,89.75625,89.75625,1.0,1,3710.52,-187.22625,187.22625,187.22625,187.22625,False,False,False,False,False,red_box_quarter::red_box_2_25pct,3897.746250,1
1,2025-10-08,2025-10-07,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3972.06,3972.06,3972.06,3972.06,3972.06,0.0,84.806833,91.908333,91.908333,1.0,1,3970.41,-1.65,1.65,1.65,1.65,False,True,True,True,True,prior_hlc::previous_pivot_hlc3,3972.060000,1
1,2025-10-08,2025-10-07,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3953.365,3953.365,3953.365,3953.365,3953.365,0.0,85.349375,92.84375,92.84375,1.0,1,3949.74,-3.625,3.625,3.625,3.625,False,False,True,False,True,prior_range_fraction::prev_range_0.25,3953.365000,1
1,2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3930.865,3930.865,3930.865,3930.865,3930.865,0.0,83.225125,89.18125,89.18125,1.0,1,3929.69,-1.175,1.175,1.175,1.175,False,True,True,True,True,red_box_midline::red_mid_2,3930.865000,1
1,2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3910.8,3910.8,3910.8,3910.8,3910.8,0.0,75.7975,76.375,76.375,1.0,1,3910.27,-0.53,0.53,0.53,0.53,False,True,True,True,True,red_box_edge::red_edge_2,3910.800000,1
1,2025-10-09,2025-10-08,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,4041.38,4041.38,4041.38,4041.38,4041.38,0.0,55.6715,41.675,41.675,1.0,1,4038.76,-2.62,2.62,2.62,2.62,False,True,True,True,True,prior_hlc::previous_close,4041.380000,1
1,2025-10-09,2025-10-08,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,4040.21,4040.21,4040.21,4040.21,4040.21,0.0,76.475375,77.54375,77.54375,1.0,1,4019.13,-21.08,21.08,21.08,21.08,False,False,False,False,False,prior_range_fraction::prev_range_0.75,4040.210000,1
1,2025-10-09,2025-10-08,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,4023.035,4023.035,4023.035,4023.035,4023.035,0.0,85.463562,93.040625,93.040625,1.0,1,4001.52,-21.515,21.515,21.515,21.515,False,False,False,False,False,green_box_quarter::green_box_1_75pct,4023.035000,1
1,2025-10-09,2025-10-08,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3847.56,3847.56,3847.56,3847.56,3847.56,0.0,35.27,6.5,6.5,1.0,1,3985.35,137.79,137.79,137.79,137.79,False,False,False,False,False,red_box_edge::red_edge_4,3847.560000,1
1,2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,2,1,4029.7025,4029.7025,4029.7025,4029.7025,4029.7025,0.0,85.349375,92.84375,92.84375,1.0,1,3999.31,-30.3925,30.3925,30.3925,30.3925,False,False,False,False,False,prior_range_fraction::prev_range_0.75,4029.702500,1
2,2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,1,1,3975.96,3975.96,3975.96,3975.96,3975.96,0.0,62.799214,60.860714,60.860714,0.5,2,3999.31,23.35,23.35,23.35,23.35,False,False,False,False,False,prior_hlc::previous_close,3975.960000,2
1,2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,3,1,4004.30875,4004.30875,4004.30875,4004.30875,4004.30875,0.0,85.79525,93.6125,93.6125,1.0,1,3980.31,-23.99875,23.99875,23.99875,23.99875,False,False,False,False,False,red_box_quarter::red_box_1_75pct,4004.308750,1
2,2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,1,1,3962.73375,3962.73375,3962.73375,3962.73375,3962.73375,0.0,78.760866,88.380804,88.380804,0.5,2,3980.31,17.57625,17.57625,17.57625,17.57625,False,False,False,False,False,green_box_quarter::green_box_1_25pct,3962.733750,2
3,2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,4,1,4029.7025,4029.7025,4029.7025,4029.7025,4029.7025,0.0,70.727756,76.829464,76.829464,0.333333,3,3980.31,-49.3925,49.3925,49.3925,49.3925,False,False,False,False,False,prior_range_fraction::prev_range_0.75,4029.702500,3
4,2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,2,1,3992.93,3992.93,3992.93,3992.93,3992.93,0.0,68.032643,73.332143,73.332143,0.25,4,3980.31,-12.62,12.62,12.62,12.62,False,False,False,False,False,prior_hlc::previous_pivot_hlc3,3992.930000,4
1,2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,2,1,3973.1275,3973.1275,3973.1275,3973.1275,3973.1275,0.0,85.1645,92.525,92.525,1.0,1,3961.97,-11.1575,11.1575,11.1575,11.1575,False,False,False,False,False,prior_range_fraction::prev_range_0.25,3973.127500,1
2,2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,4,1,3998.52125,3998.52125,3998.52125,3998.52125,3998.52125,0.0,81.049277,92.326339,92.326339,0.5,2,3961.97,-36.55125,36.55125,36.55125,36.55125,False,False,False,False,False,green_box_quarter::green_box_1_75pct,3998.521250,2
3,2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,3,1,3980.6275,3980.6275,3980.6275,3980.6275,3980.6275,0.0,77.95756,89.294643,89.294643,0.333333,3,3961.97,-18.6575,18.6575,18.6575,18.6575,False,False,False,False,False,green_box_midline::green_mid_1,3980.627500,3
4,2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,1,1,3950.6275,3950.6275,3950.6275,3950.6275,3950.6275,0.0,68.958054,74.927679,74.927679,0.25,4,3961.97,11.3425,11.3425,11.3425,11.3425,False,False,False,False,False,red_box_midline::red_mid_2,3950.627500,4
1,2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,3,1,3944.84,3944.84,3944.84,3944.84,3944.84,0.0,83.4245,89.525,89.525,1.0,1,3943.24,-1.6,1.6,1.6,1.6,False,True,True,True,True,prior_hlc::previous_low,3944.840000,1
2,2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,4,1,3968.52125,3968.52125,3968.52125,3968.52125,3968.52125,0.0,79.185768,89.113393,89.113393,0.5,2,3943.24,-25.28125,25.28125,25.28125,25.28125,False,False,False,False,False,red_box_quarter::red_box_2_25pct,3968.521250,2
3,2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,2,1,3914.84,3914.84,3914.84,3914.84,3914.84,0.0,35.053095,15.321429,15.321429,0.333333,3,3943.24,28.4,28.4,28.4,28.4,False,False,False,False,False,red_box_edge::red_edge_2,3914.840000,3
4,2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY,1,1,3771.69,3771.69,3771.69,3771.69,3771.69,0.0,28.855714,5.785714,5.785714,0.25,4,3943.24,171.55,171.55,171.55,171.55,False,False,False,False,False,red_box_edge::red_edge_4,3771.690000,4
1,2025-10-13,2025-10-10,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,4003.8475,4003.8475,4003.8475,4003.8475,4003.8475,0.0,81.70625,86.5625,86.5625,1.0,1,4010.88,7.0325,7.0325,7.0325,7.0325,False,False,False,False,False,prior_range_fraction::prev_range_0.75,4003.847500,1
1,2025-10-13,2025-10-10,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,3994.056667,3994.056667,3994.056667,3994.056667,3994.056667,0.0,73.9705,73.225,73.225,1.0,1,3994.06,0.003333,0.003333,0.003333,0.003333,False,True,True,True,True,prior_hlc::previous_pivot_hlc3,3994.056667,1
1,2025-10-13,2025-10-10,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,3973.4025,3973.4025,3973.4025,3973.4025,3973.4025,0.0,83.22875,89.1875,89.1875,1.0,1,3974.97,1.5675,1.5675,1.5675,1.5675,False,True,True,True,True,green_box_midline::green_mid_1,3973.402500,1
1,2025-10-13,2025-10-10,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,3956.63875,3956.63875,3956.63875,3956.63875,3956.63875,0.0,83.123625,89.00625,89.00625,1.0,1,3956.47,-0.16875,0.16875,0.16875,0.16875,False,True,True,True,True,red_box_quarter::red_box_2_25pct,3956.638750,1
1,2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,3,1,4086.7525,4086.7525,4086.7525,4086.7525,4086.7525,0.0,84.576042,91.510417,91.510417,1.0,1,4108.96,22.2075,22.2075,22.2075,22.2075,False,False,False,False,False,prior_range_fraction::prev_range_0.75,4086.752500,1
2,2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,1,1,4052.60125,4052.60125,4052.60125,4052.60125,4052.60125,0.0,80.443125,91.28125,91.28125,0.5,2,4108.96,56.35875,56.35875,56.35875,56.35875,False,False,False,False,False,green_box_quarter::green_box_1_75pct,4052.601250,2
3,2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,4,1,4098.13625,4098.13625,4098.13625,4098.13625,4098.13625,0.0,79.097104,91.259375,91.259375,0.333333,3,4108.96,10.82375,10.82375,10.82375,10.82375,False,False,False,False,False,red_box_quarter::red_box_1_25pct,4098.136250,3
4,2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,2,1,4074.46,4074.46,4074.46,4074.46,4074.46,0.0,77.569499,89.774999,89.774999,0.25,4,4108.96,34.5,34.5,34.5,34.5,False,False,False,False,False,prior_hlc::previous_pivot_hlc3,4074.460000,4
5,2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,5,1,4110.41,4110.41,4110.41,4110.41,4110.41,0.0,48.304833,40.008333,40.008333,0.2,5,4108.96,-1.45,1.45,1.45,1.45,False,True,True,True,True,prior_hlc::previous_close,4110.410000,5
1,2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,3,1,4060.36875,4060.36875,4060.36875,4060.36875,4060.36875,0.0,85.021917,92.279167,92.279167,1.0,1,4093.64,33.27125,33.27125,33.27125,33.27125,False,False,False,False,False,red_box_quarter::red_box_1_75pct,4060.368750,1
2,2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,2,1,4026.2175,4026.2175,4026.2175,4026.2175,4026.2175,0.0,80.112042,90.710417,90.710417,0.5,2,4093.64,67.4225,67.4225,67.4225,67.4225,False,False,False,False,False,prior_range_fraction::prev_range_0.25,4026.217500,2
3,2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,1,1,4014.83375,4014.83375,4014.83375,4014.83375,4014.83375,0.0,78.232542,89.76875,89.76875,0.333333,3,4093.64,78.80625,78.80625,78.80625,78.80625,False,False,False,False,False,green_box_quarter::green_box_1_25pct,4014.833750,3
4,2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,4,1,4074.46,4074.46,4074.46,4074.46,4074.46,0.0,76.530334,87.983334,87.983334,0.25,4,4093.64,19.18,19.18,19.18,19.18,False,False,False,False,False,prior_hlc::previous_pivot_hlc3,4074.460000,4
5,2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,5,1,4086.7525,4086.7525,4086.7525,4086.7525,4086.7525,0.0,69.108708,75.877083,75.877083,0.2,5,4093.64,6.8875,6.8875,6.8875,6.8875,False,False,False,False,False,prior_range_fraction::prev_range_0.75,4086.752500,5
1,2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,4,1,4042.19874,4042.19874,4042.19874,4042.19874,4042.19874,0.0,84.932529,92.12505,92.12505,1.0,1,4078.18,35.98126,35.98126,35.98126,35.98126,False,False,False,False,False,prior_range_fraction::prev_range_0.382,4042.198740,1
2,2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,5,1,4052.60125,4052.60125,4052.60125,4052.60125,4052.60125,0.0,80.496896,91.373958,91.373958,0.5,2,4078.18,25.57875,25.57875,25.57875,25.57875,False,False,False,False,False,green_box_quarter::green_box_1_75pct,4052.601250,2
3,2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,2,1,4026.2175,4026.2175,4026.2175,4026.2175,4026.2175,0.0,79.057834,91.191667,91.191667,0.333333,3,4078.18,51.9625,51.9625,51.9625,51.9625,False,False,False,False,False,prior_range_fraction::prev_range_0.25,4026.217500,3
4,2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,1,1,4003.7175,4003.7175,4003.7175,4003.7175,4003.7175,0.0,77.973687,90.471875,90.471875,0.25,4,4078.18,74.4625,74.4625,74.4625,74.4625,False,False,False,False,False,red_box_midline::red_mid_2,4003.717500,4
5,2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,3,1,4033.7175,4033.7175,4033.7175,4033.7175,4033.7175,0.0,76.780417,89.104167,89.104167,0.2,5,4078.18,44.4625,44.4625,44.4625,44.4625,False,False,False,False,False,green_box_midline::green_mid_1,4033.717500,5
1,2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,4,1,4011.08375,4011.08375,4011.08375,4011.08375,4011.08375,0.0,86.232062,94.365625,94.365625,1.0,1,4061.81,50.72625,50.72625,50.72625,50.72625,False,False,False,False,False,prior_range_fraction::prev_range_0.125,4011.083750,1
2,2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,5,1,4022.60125,4022.60125,4022.60125,4022.60125,4022.60125,0.0,79.075292,88.922917,88.922917,0.5,2,4061.81,39.20875,39.20875,39.20875,39.20875,False,False,False,False,False,red_box_quarter::red_box_2_25pct,4022.601250,2
3,2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,3,1,3995.95,3995.95,3995.95,3995.95,3995.95,0.0,77.317834,88.191667,88.191667,0.333333,3,4061.81,65.86,65.86,65.86,65.86,False,False,False,False,False,prior_hlc::previous_low,3995.950000,3
4,2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,2,1,3965.95,3965.95,3965.95,3965.95,3965.95,0.0,74.7275,84.875,84.875,0.25,4,4061.81,95.86,95.86,95.86,95.86,False,False,False,False,False,red_box_edge::red_edge_2,3965.950000,4
5,2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY,1,1,3814.88,3814.88,3814.88,3814.88,3814.88,0.0,27.903333,4.833333,4.833333,0.2,5,4061.81,246.93,246.93,246.93,246.93,False,False,False,False,False,red_box_edge::red_edge_4,3814.880000,5
1,2025-10-15,2025-10-14,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,4142.14,4142.14,4142.14,4142.14,4142.14,0.0,75.1595,75.275,75.275,1.0,1,4150.06,7.92,7.92,7.92,7.92,False,False,False,False,False,prior_hlc::previous_close,4142.140000,1
1,2025-10-15,2025-10-14,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,4105.3525,4105.3525,4105.3525,4105.3525,4105.3525,0.0,82.313437,87.609375,87.609375,1.0,1,4135.03,29.6775,29.6775,29.6775,29.6775,False,False,False,False,False,green_box_quarter::green_box_1_25pct,4105.352500,1
1,2025-10-15,2025-10-14,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,4090.265,4090.265,4090.265,4090.265,4090.265,0.0,74.510625,74.15625,74.15625,1.0,1,4119.47,29.205,29.205,29.205,29.205,False,False,False,False,False,red_box_midline::red_mid_2,4090.265000,1
1,2025-10-15,2025-10-14,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS,1,1,4060.44,4060.44,4060.44,4060.44,4060.44,0.0,39.939,14.55,14.55,1.0,1,4105.05,44.61,44.61,44.61,44.61,False,False,False,False,False,red_box_edge::red_edge_2,4060.440000,1
