level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,oracle_available_levels,oracle_candidate_pct_within_3,oracle_candidate_pct_within_5,router_pct_within_3,router_pct_within_5,oracle_median_abs_error,router_median_abs_error,median_router_minus_oracle_gap,mean_router_minus_oracle_gap,router_missed_available_within_5_pct,mode_selection_failure_pct,candidate_ranking_failure_pct,candidate_generation_failure_pct,dominant_gap_class,oracle_ordered_ladder_valid,oracle_ordered_ladder_median_abs_error,oracle_ordered_ladder_pct_within_3,oracle_ordered_ladder_pct_within_5,oracle_bracketed_by_L5_L6
2025-10-20,2025-10-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,77.105312,77.105312,0.0,6.978438,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,77.105312,0.0,0.0,False
2025-10-21,2025-10-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,35.17,35.17,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,35.17,0.0,25.0,False
2025-10-22,2025-10-21,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,51.3375,66.3375,15.0,25.094062,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,51.3375,0.0,0.0,True
2025-10-23,2025-10-22,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,83.695651,83.695651,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,83.695651,0.0,0.0,False
2025-10-24,2025-10-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,18.74625,18.74625,0.0,2.170208,25.0,0.0,25.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,18.74625,25.0,25.0,False
2025-10-27,2025-10-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,50.0,5.90875,5.90875,0.0,0.0,0.0,0.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,5.90875,25.0,50.0,True
2025-10-28,2025-10-27,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,4.34962,70.807523,66.457903,66.080202,50.0,0.0,50.0,25.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,4.34962,25.0,50.0,False
2025-10-29,2025-10-28,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,21.0071,49.05875,25.775,28.354575,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,21.0071,0.0,0.0,False
2025-10-30,2025-10-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3930.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,98.775625,98.775625,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,98.775625,0.0,0.0,False
2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4024.28,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,12.5125,12.5125,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,12.5125,0.0,25.0,False
2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4002.19,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,9.9175,13.59,0.0,4.239063,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,9.9175,0.0,0.0,True
2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4001.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,16.479375,19.55375,0.0,1.537187,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,16.479375,0.0,25.0,False
2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3931.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,18.095625,18.095625,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,18.095625,0.0,25.0,False
2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3979.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,25.0,25.0,3.6775,8.704791,4.85,5.278125,25.0,25.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,3.6775,50.0,50.0,True
2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3976.93,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,6.23,6.23,0.0,0.0,0.0,0.0,0.0,25.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,6.23,25.0,25.0,False
2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4000.84,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,50.0,4.465312,4.465312,0.0,0.0,0.0,0.0,0.0,25.0,ROUTER_ACCEPTABLE_WITHIN_5,True,4.465312,50.0,50.0,False
2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4115.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,22.38999,22.38999,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,22.38999,0.0,0.0,False
2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4126.6,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,19.984575,19.984575,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,19.984575,0.0,0.0,False
2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4195.32,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,25.0,25.0,3.390428,6.12878,2.738352,5.832926,25.0,0.0,25.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,3.390428,50.0,50.0,True
2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4171.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,36.37,36.37,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,36.37,0.0,0.0,False
2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4085.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,107.04857,107.04857,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,107.04857,0.0,0.0,False
2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4045.52,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,50.0,75.0,3.34375,3.34375,0.0,1.95375,0.0,0.0,0.0,25.0,ROUTER_ACCEPTABLE_WITHIN_5,True,3.34375,50.0,75.0,True
2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4067.3,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,0.0,0.0,4.805,12.13334,5.668461,6.69798,50.0,25.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,4.805,50.0,50.0,True
2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,50.0,3.3375,3.3375,0.0,0.0,0.0,0.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,3.3375,50.0,50.0,False
2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,4.65125,15.4275,9.06125,12.030625,50.0,0.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,4.65125,25.0,50.0,False
2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,50.0,50.0,3.846875,6.253125,0.0,1.715313,25.0,0.0,25.0,0.0,ROUTER_ACCEPTABLE_WITHIN_5,True,3.846875,50.0,75.0,True
2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,5.314792,30.211575,26.849975,27.525462,50.0,0.0,50.0,25.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,5.314792,25.0,50.0,False
2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4130.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,16.091675,16.091675,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,16.091675,25.0,25.0,False
2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4163.7,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,12.822604,12.822604,0.0,0.0,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,12.822604,0.0,25.0,False
2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4157.37,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,14.055829,27.4775,5.429171,6.710835,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,14.055829,0.0,0.0,False
2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4219.51,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,25.0,5.1425,9.111667,3.969167,5.812708,25.0,0.0,25.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,5.1425,25.0,50.0,False
2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,12.12808,12.12808,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,12.12808,25.0,25.0,False
2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,4.03,4.03,0.0,0.0,0.0,0.0,0.0,0.0,ROUTER_ACCEPTABLE_WITHIN_5,True,4.03,25.0,75.0,True
2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,5.845,5.845,0.0,0.0,0.0,0.0,0.0,25.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,5.845,25.0,25.0,False
2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,1.909063,1.909063,0.0,0.0,0.0,0.0,0.0,0.0,ROUTER_ACCEPTABLE_WITHIN_5,True,1.909063,75.0,100.0,False
2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,11.804063,11.804063,0.0,1.766125,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,11.804063,0.0,0.0,True
2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,13.31,15.965,0.0,4.54875,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,13.31,0.0,0.0,False
2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,12.909375,12.909375,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,12.909375,0.0,0.0,False
2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,0.0,0.0,2.396562,14.365625,12.384266,11.624789,100.0,25.0,75.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,2.396562,75.0,100.0,False
2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,5.29862,34.267292,26.25888,29.24319,50.0,0.0,50.0,25.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,5.29862,25.0,50.0,False
2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,0.0,0.0,4.78125,31.129591,18.85407,23.629535,75.0,0.0,75.0,25.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,False,4.78125,25.0,75.0,True
2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,25.0,9.629755,13.290625,0.0,1.830435,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,9.629755,25.0,50.0,False
2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,9.086875,9.086875,0.0,0.0,0.0,0.0,0.0,25.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,9.086875,0.0,0.0,False
2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,25.0,2.546875,9.699585,6.578345,5.477402,75.0,25.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,2.546875,50.0,100.0,False
2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,6.03625,12.345,6.45291,10.46958,50.0,25.0,25.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,False,6.03625,25.0,50.0,False
2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,17.99,17.99,0.0,0.0,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,17.99,0.0,0.0,True
2025-12-24,2025-12-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4484.54,PREV_CLOSE_PROXY,,NEUTRAL,3,0.0,33.333333,0.0,33.333333,5.31125,11.82125,3.67875,4.34,0.0,0.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,False,,,,
2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4479.58,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,25.0,6.174062,7.988138,0.0,0.907038,25.0,25.0,0.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,6.174062,25.0,50.0,False
2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4531.0,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,75.0,0.0,0.0,1.676985,19.168125,15.060588,14.906075,75.0,25.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,1.676985,75.0,75.0,False
2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,76.851625,76.851625,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,76.851625,0.0,0.0,False
2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,13.91193,19.03875,5.12682,7.114035,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,13.91193,0.0,25.0,True
2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,25.0,5.56375,15.02807,6.65693,7.02034,25.0,0.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,5.56375,25.0,50.0,False
2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.72,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,8.38875,8.38875,0.0,0.0,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,8.38875,25.0,25.0,True
2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4448.89,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,25.0,3.28625,10.57625,7.29,8.30319,50.0,0.0,50.0,25.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,3.28625,50.0,75.0,False
2026-01-07,2026-01-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4494.54,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,50.0,4.7825,7.57375,2.79125,4.708125,0.0,0.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,4.7825,25.0,50.0,False
2026-01-08,2026-01-07,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,50.0,3.775625,6.2525,2.32875,3.320938,50.0,0.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,3.775625,0.0,100.0,False
2026-01-09,2026-01-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4477.28,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,0.0,0.0,2.755,9.7625,6.610845,7.337923,75.0,25.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,2.755,50.0,75.0,False
2026-01-12,2026-01-09,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4509.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,11.135822,18.572073,0.0,6.355625,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,False,11.135822,0.0,0.0,True
