level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,rolling_available_levels,superset_audited_pct_within_5,rolling_oracle_pct_within_5,rolling_selected_pct_within_5,rolling_audited_pct_within_5,rolling_audited_median_abs_error,rolling_selected_median_abs_error,rolling_recovered_within_5_pct,rolling_better_than_superset_pct,rolling_oracle_date_safe_pct,rolling_selected_date_safe_pct,rolling_ordered_ladder_valid,rolling_ordered_ladder_median_abs_error,rolling_ordered_ladder_pct_within_5
2025-10-20,2025-10-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,53.521953,76.726146,0.0,100.0,100.0,100.0,True,53.521953,0.0
2025-10-21,2025-10-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,13.03625,35.004506,0.0,100.0,100.0,100.0,True,13.03625,25.0
2025-10-22,2025-10-21,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,40.349705,53.646041,0.0,100.0,100.0,100.0,True,40.349705,0.0
2025-10-23,2025-10-22,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,69.649714,83.642188,0.0,100.0,100.0,100.0,True,69.649714,0.0
2025-10-24,2025-10-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,50.0,4.485156,21.545729,25.0,100.0,100.0,100.0,True,4.485156,50.0
2025-10-27,2025-10-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,75.0,100.0,0.14977,1.712344,50.0,100.0,100.0,100.0,True,0.14977,100.0
2025-10-28,2025-10-27,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.164287,3.94282,50.0,100.0,100.0,100.0,True,0.164287,100.0
2025-10-29,2025-10-28,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.955156,18.04999,100.0,100.0,100.0,100.0,True,0.955156,100.0
2025-10-30,2025-10-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3930.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,78.788837,97.783542,0.0,100.0,100.0,100.0,True,78.788837,0.0
2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4024.28,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.143781,8.278125,75.0,100.0,100.0,100.0,True,0.143781,100.0
2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4002.19,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,50.0,100.0,0.289971,5.029375,75.0,100.0,100.0,100.0,True,0.289971,100.0
2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4001.26,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,0.0,100.0,0.409218,11.038125,75.0,100.0,100.0,100.0,True,0.409218,100.0
2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3931.9,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,50.0,6.434453,22.366667,25.0,100.0,100.0,100.0,True,6.434453,50.0
2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3979.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.593455,4.996666,50.0,100.0,100.0,100.0,True,0.593455,100.0
2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3976.93,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,50.0,100.0,1.255,5.850417,75.0,75.0,100.0,100.0,True,1.255,100.0
2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4000.84,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,100.0,100.0,0.047418,2.42822,50.0,100.0,100.0,100.0,True,0.047418,100.0
2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4115.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,25.0,75.0,2.441426,19.592854,75.0,100.0,100.0,100.0,True,2.441426,75.0
2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4126.6,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,7.938745,23.947597,0.0,100.0,100.0,100.0,True,7.938745,0.0
2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4195.32,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,75.0,0.645551,5.285811,25.0,100.0,100.0,100.0,True,0.645551,75.0
2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4171.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,24.159219,38.054148,0.0,100.0,100.0,100.0,True,24.159219,0.0
2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4085.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,83.085757,108.490019,0.0,100.0,100.0,100.0,True,83.085757,0.0
2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4045.52,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,100.0,0.165625,6.292817,25.0,100.0,100.0,100.0,True,0.165625,100.0
2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4067.3,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.100515,6.181926,50.0,100.0,100.0,100.0,True,0.100515,100.0
2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,100.0,100.0,0.026406,1.511885,50.0,100.0,100.0,100.0,True,0.026406,100.0
2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,100.0,0.106875,3.99875,25.0,100.0,100.0,100.0,True,0.106875,100.0
2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,100.0,100.0,0.180317,1.561562,25.0,100.0,100.0,100.0,True,0.180317,100.0
2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.309791,4.320337,50.0,75.0,100.0,100.0,True,0.309791,100.0
2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4130.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.264939,14.012925,75.0,100.0,100.0,100.0,True,0.264939,100.0
2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4163.7,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.240393,9.648854,75.0,100.0,100.0,100.0,True,0.240393,100.0
2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4157.37,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,25.0,75.0,1.326766,16.307079,75.0,100.0,100.0,100.0,True,1.326766,75.0
2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4219.51,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.054687,3.626562,50.0,100.0,100.0,100.0,True,0.054687,100.0
2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,1.990775,15.37433,50.0,100.0,100.0,100.0,True,1.990775,75.0
2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,100.0,0.087673,3.962495,25.0,100.0,100.0,100.0,True,0.087673,100.0
2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,1.334766,7.47625,50.0,100.0,100.0,100.0,True,1.334766,75.0
2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,100.0,100.0,0.039229,1.831037,0.0,100.0,100.0,100.0,True,0.039229,100.0
2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,50.0,3.3725,12.894063,50.0,100.0,100.0,100.0,True,3.3725,50.0
2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,25.0,100.0,1.016563,13.111562,100.0,100.0,100.0,100.0,True,1.016563,100.0
2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.541879,11.720625,100.0,100.0,100.0,100.0,True,0.541879,100.0
2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,75.0,100.0,0.427625,3.256875,0.0,100.0,100.0,100.0,True,0.427625,100.0
2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.07362,9.197162,50.0,100.0,100.0,100.0,True,0.07362,100.0
2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,75.0,75.0,75.0,0.095687,3.39125,0.0,100.0,100.0,100.0,True,0.095687,75.0
2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,50.0,75.0,1.297967,7.516563,25.0,100.0,100.0,100.0,True,1.297967,75.0
2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,25.0,100.0,0.223409,7.355313,100.0,100.0,100.0,100.0,True,0.223409,100.0
2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,75.0,100.0,0.090457,2.959062,0.0,100.0,100.0,100.0,True,0.090457,100.0
2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,100.0,0.077812,4.7575,25.0,100.0,100.0,100.0,True,0.077812,100.0
2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,25.0,50.0,6.289732,16.76125,50.0,100.0,100.0,100.0,True,6.289732,50.0
2025-12-24,2025-12-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4484.54,PREV_CLOSE_PROXY,,NEUTRAL,3,100.0,100.0,33.333333,100.0,0.09486,7.260625,0.0,100.0,100.0,100.0,False,,
2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4479.58,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.10004,6.498913,50.0,100.0,100.0,100.0,True,0.10004,100.0
2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4531.0,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,100.0,0.156093,5.068563,25.0,100.0,100.0,100.0,True,0.156093,100.0
2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,65.191888,78.112876,0.0,100.0,100.0,100.0,True,65.191888,0.0
2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.517284,14.23443,75.0,100.0,100.0,100.0,True,0.517284,100.0
2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,75.0,100.0,0.117656,2.95375,50.0,100.0,100.0,100.0,True,0.117656,100.0
2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.72,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.302031,7.78248,75.0,100.0,100.0,100.0,True,0.302031,100.0
2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4448.89,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.355964,3.78879,25.0,100.0,100.0,100.0,True,0.355964,100.0
2026-01-07,2026-01-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4494.54,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.107303,5.195625,50.0,100.0,100.0,100.0,True,0.107303,100.0
2026-01-08,2026-01-07,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.36,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,75.0,100.0,0.118751,3.281743,0.0,100.0,100.0,100.0,True,0.118751,100.0
2026-01-09,2026-01-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4477.28,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.056777,2.118125,25.0,100.0,100.0,100.0,True,0.056777,100.0
2026-01-12,2026-01-09,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4509.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,50.0,100.0,0.474847,9.507808,100.0,100.0,100.0,100.0,True,0.474847,100.0
2026-01-13,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4597.38,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.281979,4.111875,25.0,100.0,100.0,100.0,True,0.281979,100.0
2026-01-14,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4586.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,9.46526,25.649207,25.0,100.0,100.0,100.0,True,9.46526,25.0
2026-01-15,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4626.39,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,16.891074,30.379894,0.0,100.0,100.0,100.0,True,16.891074,0.0
2026-01-16,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4615.76,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.22511,4.161968,50.0,100.0,100.0,100.0,True,0.22511,100.0
2026-01-19,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4595.66,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.224575,6.495625,50.0,100.0,100.0,100.0,True,0.224575,100.0
2026-01-20,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4670.86,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,50.0,100.0,0.358437,4.32,0.0,100.0,100.0,100.0,True,0.358437,100.0
2026-01-21,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4763.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,95.998582,124.654173,0.0,100.0,100.0,100.0,True,95.998582,0.0
2026-01-22,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4831.03,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,2.837657,23.63,100.0,100.0,100.0,100.0,True,2.837657,100.0
2026-01-23,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4936.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,75.0,0.29859,13.0925,25.0,100.0,100.0,100.0,True,0.29859,75.0
2026-01-26,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4987.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,7.906379,27.123015,25.0,100.0,100.0,100.0,True,7.906379,25.0
2026-01-27,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5008.17,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.515,10.488854,75.0,100.0,100.0,100.0,True,0.515,100.0
2026-01-28,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5181.22,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,32.225903,55.9475,0.0,100.0,100.0,100.0,True,32.225903,0.0
2026-01-29,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5417.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,50.0,10.107075,27.8875,50.0,100.0,100.0,100.0,True,10.107075,50.0
2026-01-30,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5370.92,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,65.924264,85.570937,25.0,100.0,100.0,100.0,True,65.924264,25.0
2026-02-02,2026-01-30,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4885.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,111.539352,136.829444,0.0,100.0,100.0,100.0,True,111.539352,0.0
2026-02-03,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4660.96,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,80.804603,102.324485,0.0,100.0,100.0,100.0,True,80.804603,0.0
2026-02-04,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4946.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,43.71318,105.605859,0.0,100.0,100.0,100.0,True,43.71318,0.0
2026-02-05,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4964.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,106.325601,153.6473,0.0,100.0,100.0,100.0,False,106.325601,0.0
2026-02-06,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4779.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,2.339453,19.52502,50.0,100.0,100.0,100.0,True,2.339453,75.0
2026-02-09,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4965.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,9.291638,24.302228,25.0,100.0,100.0,100.0,True,9.291638,25.0
