level_date,prev_date,published_level,source_column,best_anchor_price,signed_distance_points,abs_distance_points,within_tolerance,within_1,within_2,within_3,within_5,within_10,best_anchor_family,best_anchor_name,best_anchor_side,best_box_index,best_fraction,prev_high,prev_low,prev_close,prev_range,box_size,box_padding
2025-10-16,2025-10-15,3.0,level_name,4003.24,-4000.24,4000.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4.0,level_name,4003.24,-3999.24,3999.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,5.0,level_name,4003.24,-3998.24,3998.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,6.0,level_name,4003.24,-3997.24,3997.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,7.0,level_name,4003.24,-3996.24,3996.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,8.0,level_name,4003.24,-3995.24,3995.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,9.0,level_name,4003.24,-3994.24,3994.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,10.0,level_name,4003.24,-3993.24,3993.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-17,2025-10-16,1.0,level_name,4009.24,-4008.24,4008.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,2.0,level_name,4009.24,-4007.24,4007.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,3.0,level_name,4009.24,-4006.24,4006.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4.0,level_name,4009.24,-4005.24,4005.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,5.0,level_name,4009.24,-4004.24,4004.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,6.0,level_name,4009.24,-4003.24,4003.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,7.0,level_name,4009.24,-4002.24,4002.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,8.0,level_name,4009.24,-4001.24,4001.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,9.0,level_name,4009.24,-4000.24,4000.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,10.0,level_name,4009.24,-3999.24,3999.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,11.0,level_name,4009.24,-3998.24,3998.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-20,2025-10-17,1.0,level_name,3932.98,-3931.98,3931.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,2.0,level_name,3932.98,-3930.98,3930.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,3.0,level_name,3932.98,-3929.98,3929.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,4.0,level_name,3932.98,-3928.98,3928.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,5.0,level_name,3932.98,-3927.98,3927.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,6.0,level_name,3932.98,-3926.98,3926.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,7.0,level_name,3932.98,-3925.98,3925.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
2025-10-20,2025-10-17,8.0,level_name,3932.98,-3924.98,3924.98,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4379.6,4186.29,4252.68,193.3100000000004,111.6550000000002,30.0
