oracle_ordered_ladder_available,oracle_ordered_ladder_valid,oracle_bracketed_by_L5_L6,oracle_inside_L4_L7,oracle_ordered_ladder_median_abs_error,oracle_ordered_ladder_mean_abs_error,oracle_ordered_ladder_pct_within_3,oracle_ordered_ladder_pct_within_5,oracle_ordered_ladder_total_width,oracle_ordered_ladder_mean_rank,L4_oracle_mode,L4_cluster_mid,L4_cluster_min,L4_cluster_max,L4_cluster_width,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_candidate_keys,L5_oracle_mode,L5_cluster_mid,L5_cluster_min,L5_cluster_max,L5_cluster_width,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_candidate_keys,L6_oracle_mode,L6_cluster_mid,L6_cluster_min,L6_cluster_max,L6_cluster_width,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_candidate_keys,L7_oracle_mode,L7_cluster_mid,L7_cluster_min,L7_cluster_max,L7_cluster_width,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_candidate_keys,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
True,True,False,True,27.674792,27.822396,0.0,0.0,0.0,1.0,MODE_C_BALANCED,3884.8525,3884.8525,3884.8525,0.0,3867.44,17.4125,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3871.403333,3871.403333,3871.403333,0.0,3849.38,22.023333,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3871.3175,3871.3175,3871.3175,0.0,3832.79,38.5275,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3850.32625,3850.32625,3850.32625,0.0,3817.0,33.32625,0.0,0.0,red_box_quarter::red_box_2_25pct,2025-10-02,2025-10-01,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,28.000417,28.451146,0.0,0.0,0.0,1.0,MODE_C_BALANCED,3877.3225,3877.3225,3877.3225,0.0,3854.23,23.0925,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3857.423333,3857.423333,3857.423333,0.0,3833.88,23.543333,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3846.2075,3846.2075,3846.2075,0.0,3813.75,32.4575,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3829.61125,3829.61125,3829.61125,0.0,3794.9,34.71125,0.0,0.0,red_box_quarter::red_box_2_25pct,2025-10-03,2025-10-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,12.66,13.466567,0.0,0.0,0.0,1.0,MODE_E_SPACING_PRESERVATION,3855.929982,3855.929982,3855.929982,0.0,3872.61,16.680018,0.0,0.0,prior_range_fraction::prev_range_0.333333,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3839.41375,3839.41375,3839.41375,0.0,3851.28,11.86625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3818.51125,3818.51125,3818.51125,0.0,3830.61,12.09875,0.0,0.0,red_box_quarter::red_box_2_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3797.60875,3797.60875,3797.60875,0.0,3810.83,13.22125,0.0,0.0,red_box_quarter::red_box_3_25pct,2025-10-06,2025-10-03,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,15.075,56.286563,0.0,0.0,0.0,1.0,MODE_C_BALANCED,3948.6225,3948.6225,3948.6225,0.0,3964.13,15.5075,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3938.47,3938.47,3938.47,0.0,3946.24,7.77,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3913.2875,3913.2875,3913.2875,0.0,3927.93,14.6425,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3897.74625,3897.74625,3897.74625,0.0,3710.52,187.22625,0.0,0.0,red_box_quarter::red_box_2_25pct,2025-10-07,2025-10-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,1.4125,1.745,75.0,100.0,0.0,1.0,MODE_C_BALANCED,3972.06,3972.06,3972.06,0.0,3970.41,1.65,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3953.365,3953.365,3953.365,0.0,3949.74,3.625,0.0,1.0,prior_range_fraction::prev_range_0.25,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3930.865,3930.865,3930.865,0.0,3929.69,1.175,1.0,1.0,red_box_midline::red_mid_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3910.8,3910.8,3910.8,0.0,3910.27,0.53,1.0,1.0,red_box_edge::red_edge_2,2025-10-08,2025-10-07,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,21.2975,45.75125,25.0,25.0,0.0,1.0,MODE_C_BALANCED,4041.38,4041.38,4041.38,0.0,4038.76,2.62,1.0,1.0,prior_hlc::previous_close,MODE_C_BALANCED,4040.21,4040.21,4040.21,0.0,4019.13,21.08,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4023.035,4023.035,4023.035,0.0,4001.52,21.515,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3847.56,3847.56,3847.56,0.0,3985.35,137.79,0.0,0.0,red_box_edge::red_edge_4,2025-10-09,2025-10-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL
True,False,True,True,11.88875,12.181875,25.0,25.0,0.0,1.5,MODE_A_LIVE_PROXIMITY_HEAVY,3975.96,3975.96,3975.96,0.0,3999.31,23.35,0.0,0.0,prior_hlc::previous_close,MODE_C_BALANCED,3992.93,3992.93,3992.93,0.0,3980.31,12.62,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3973.1275,3973.1275,3973.1275,0.0,3961.97,11.1575,0.0,0.0,prior_range_fraction::prev_range_0.25,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3944.84,3944.84,3944.84,0.0,3943.24,1.6,1.0,1.0,prior_hlc::previous_low,2025-10-10,2025-10-09,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.868125,2.193021,75.0,75.0,0.0,1.0,MODE_C_BALANCED,4003.8475,4003.8475,4003.8475,0.0,4010.88,7.0325,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3994.056667,3994.056667,3994.056667,0.0,3994.06,0.003333,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3973.4025,3973.4025,3973.4025,0.0,3974.97,1.5675,1.0,1.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3956.63875,3956.63875,3956.63875,0.0,3956.47,0.16875,1.0,1.0,red_box_quarter::red_box_2_25pct,2025-10-13,2025-10-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,16.233125,18.28125,25.0,25.0,0.0,1.0,MODE_C_BALANCED,4110.41,4110.41,4110.41,0.0,4108.96,1.45,1.0,1.0,prior_hlc::previous_close,MODE_D_NEAREST_VALID_LADDER,4086.7525,4086.7525,4086.7525,0.0,4093.64,6.8875,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4052.60125,4052.60125,4052.60125,0.0,4078.18,25.57875,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_C_BALANCED,4022.60125,4022.60125,4022.60125,0.0,4061.81,39.20875,0.0,0.0,red_box_quarter::red_box_2_25pct,2025-10-14,2025-10-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,29.44125,27.853125,0.0,0.0,0.0,1.0,MODE_C_BALANCED,4142.14,4142.14,4142.14,0.0,4150.06,7.92,0.0,0.0,prior_hlc::previous_close,MODE_C_BALANCED,4105.3525,4105.3525,4105.3525,0.0,4135.03,29.6775,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4090.265,4090.265,4090.265,0.0,4119.47,29.205,0.0,0.0,red_box_midline::red_mid_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4060.44,4060.44,4060.44,0.0,4105.05,44.61,0.0,0.0,red_box_edge::red_edge_2,2025-10-15,2025-10-14,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,5.49618,6.00559,50.0,50.0,0.0,1.25,MODE_C_BALANCED,4198.935,4198.935,4198.935,0.0,4201.69,2.755,1.0,1.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4189.07,4189.07,4189.07,0.0,4189.9,0.83,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,4169.03264,4167.665,4170.40028,2.73528,4177.27,8.23736,0.0,0.0,green_box_midline::green_mid_1 | prior_range_fraction::prev_range_0.382,MODE_C_BALANCED,4150.79,4150.4725,4151.1075,0.635,4162.99,12.2,0.0,0.0,prior_range_fraction::prev_range_0.125 | red_box_quarter::red_box_2_25pct,2025-10-16,2025-10-15,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,12.755625,11.998125,0.0,0.0,0.0,1.0,MODE_C_BALANCED,4320.4125,4320.4125,4320.4125,0.0,4305.21,15.2025,0.0,0.0,green_box_midline::green_mid_2,MODE_C_BALANCED,4300.32875,4300.32875,4300.32875,0.0,4289.52,10.80875,0.0,0.0,green_box_quarter::green_box_2_25pct,MODE_C_BALANCED,4290.4125,4290.4125,4290.4125,0.0,4275.71,14.7025,0.0,0.0,red_box_midline::red_mid_1,MODE_C_BALANCED,4270.32875,4270.32875,4270.32875,0.0,4263.05,7.27875,0.0,0.0,red_box_quarter::red_box_1_75pct,2025-10-17,2025-10-16,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,77.105312,71.916094,0.0,0.0,0.0,1.25,MODE_C_BALANCED,4325.85875,4325.85875,4325.85875,0.0,4286.39,39.46875,0.0,0.0,green_box_quarter::green_box_2_25pct,MODE_C_BALANCED,4324.815625,4323.7725,4325.85875,2.08625,4249.57,75.245625,0.0,0.0,red_box_midline::red_mid_1 | green_box_quarter::green_box_2_25pct,MODE_A_LIVE_PROXIMITY_HEAVY,4297.945,4297.945,4297.945,0.0,4218.98,78.965,0.0,0.0,green_box_edge::green_edge_1,MODE_A_LIVE_PROXIMITY_HEAVY,4282.945,4282.945,4282.945,0.0,4188.96,93.985,0.0,0.0,prior_hlc::previous_mid,2025-10-20,2025-10-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,35.17,33.04,0.0,25.0,0.0,1.0,MODE_C_BALANCED,4339.28,4339.28,4339.28,0.0,4336.24,3.04,0.0,1.0,green_box_quarter::green_box_2_25pct,MODE_C_BALANCED,4333.31,4333.31,4333.31,0.0,4302.55,30.76,0.0,0.0,red_box_midline::red_mid_1,MODE_C_BALANCED,4315.25,4315.25,4315.25,0.0,4275.67,39.58,0.0,0.0,green_box_edge::green_edge_1,MODE_C_BALANCED,4300.25,4300.25,4300.25,0.0,4241.47,58.78,0.0,0.0,prior_hlc::previous_mid,2025-10-21,2025-10-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,51.3375,51.281562,0.0,0.0,0.0,1.25,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4203.52875,4203.52875,4203.52875,0.0,4243.57,40.04125,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_C_BALANCED,4173.52875,4173.52875,4173.52875,0.0,4216.07,42.54125,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_C_BALANCED,4122.77625,4122.77625,4122.77625,0.0,4182.91,60.13375,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4082.4,4082.4,4082.4,0.0,4144.81,62.41,0.0,0.0,prior_hlc::previous_low,2025-10-22,2025-10-21,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,83.695651,81.624075,0.0,0.0,0.0,1.0,MODE_C_BALANCED,4082.975,4082.975,4082.975,0.0,4177.89,94.915,0.0,0.0,prior_hlc::previous_mid,MODE_C_BALANCED,4056.869948,4056.869948,4056.869948,0.0,4147.32,90.450052,0.0,0.0,prior_range_fraction::prev_range_0.333333,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4027.98875,4027.98875,4027.98875,0.0,4104.93,76.94125,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_C_BALANCED,4004.66,4004.66,4004.66,0.0,4068.85,64.19,0.0,0.0,prior_hlc::previous_low,2025-10-23,2025-10-22,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,18.74625,17.776042,25.0,25.0,0.0,1.25,MODE_C_BALANCED,4139.91125,4139.91125,4139.91125,0.0,4171.67,31.75875,0.0,0.0,red_box_quarter::red_box_1_25pct,MODE_C_BALANCED,4115.61,4115.61,4115.61,0.0,4135.65,20.04,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,4097.86708,4095.7675,4099.96666,4.19916,4099.72,1.85292,1.0,1.0,green_box_midline::green_mid_1 | prior_range_fraction::prev_range_0.382,MODE_C_BALANCED,4078.8925,4077.18875,4080.59625,3.4075,4061.44,17.4525,0.0,0.0,prior_range_fraction::prev_range_0.125 | red_box_quarter::red_box_2_25pct,2025-10-24,2025-10-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,5.90875,5.536562,25.0,50.0,0.0,1.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4158.24375,4158.24375,4158.24375,0.0,4166.24,7.99625,0.0,0.0,green_box_quarter::green_box_2_75pct,MODE_C_BALANCED,4119.4875,4119.4875,4119.4875,0.0,4129.36,9.8725,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_D_NEAREST_VALID_LADDER,4095.73125,4095.73125,4095.73125,0.0,4091.91,3.82125,0.0,1.0,red_box_quarter::red_box_1_75pct,MODE_C_BALANCED,4056.95625,4056.95625,4056.95625,0.0,4056.5,0.45625,1.0,1.0,prior_range_fraction::prev_range_0.125,2025-10-27,2025-10-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,4.34962,6.02356,25.0,50.0,0.0,3.75,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4118.255,4118.255,4118.255,0.0,4133.51,15.255,0.0,0.0,green_box_quarter::green_box_2_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4097.3,4097.3,4097.3,0.0,4092.09,5.21,0.0,0.0,green_box_midline::green_mid_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4056.01076,4055.39,4056.63152,1.24152,4059.5,3.48924,0.0,1.0,green_box_edge::green_edge_1 | prior_range_fraction::prev_range_0.618,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4025.39,4025.39,4025.39,0.0,4025.25,0.14,1.0,1.0,red_box_edge::red_edge_1,2025-10-28,2025-10-27,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,21.0071,19.536675,0.0,0.0,0.0,1.5,MODE_C_BALANCED,4029.3325,4029.3325,4029.3325,0.0,4053.69,24.3575,0.0,0.0,green_box_quarter::green_box_2_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4008.945,4008.945,4008.945,0.0,4020.72,11.775,0.0,0.0,green_box_midline::green_mid_2,MODE_A_LIVE_PROXIMITY_HEAVY,3968.8758,3968.8758,3968.8758,0.0,3988.68,19.8042,0.0,0.0,prior_range_fraction::prev_range_0.618,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3938.17,3938.17,3938.17,0.0,3960.38,22.21,0.0,0.0,red_box_edge::red_edge_1,2025-10-29,2025-10-28,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,98.775625,99.005625,0.0,0.0,0.0,1.0,MODE_C_BALANCED,3968.91875,3968.91875,3968.91875,0.0,4090.3,121.38125,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_C_BALANCED,3950.6725,3950.6725,3950.6725,0.0,4056.8,106.1275,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3932.42625,3932.42625,3932.42625,0.0,4023.85,91.42375,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3914.18,3914.18,3914.18,0.0,3991.27,77.09,0.0,0.0,prior_hlc::previous_low,2025-10-30,2025-10-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3930.12,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,12.5125,10.757812,0.0,25.0,0.0,1.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4039.49875,4039.49875,4039.49875,0.0,4053.95,14.45125,0.0,0.0,green_box_quarter::green_box_2_75pct,MODE_C_BALANCED,4009.49875,4009.49875,4009.49875,0.0,4020.43,10.93125,0.0,0.0,red_box_quarter::red_box_1_25pct,MODE_C_BALANCED,3974.05625,3974.05625,3974.05625,0.0,3988.15,14.09375,0.0,0.0,red_box_quarter::red_box_1_75pct,MODE_C_BALANCED,3956.335,3956.335,3956.335,0.0,3959.89,3.555,0.0,1.0,red_box_edge::red_edge_1,2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4024.28,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,9.9175,11.244062,0.0,0.0,0.0,1.25,MODE_C_BALANCED,4024.215,4024.215,4024.215,0.0,4042.58,18.365,0.0,0.0,green_box_edge::green_edge_1,MODE_C_BALANCED,4007.21375,4007.21375,4007.21375,0.0,4013.99,6.77625,0.0,0.0,red_box_quarter::red_box_1_75pct,MODE_C_BALANCED,3994.215,3994.215,3994.215,0.0,3985.4,8.815,0.0,0.0,red_box_edge::red_edge_1,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3942.22,3942.22,3942.22,0.0,3953.24,11.02,0.0,0.0,red_box_edge::red_edge_2,2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4002.19,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,16.479375,15.479687,0.0,25.0,0.0,1.25,MODE_C_BALANCED,4011.435,4011.435,4011.435,0.0,4037.15,25.715,0.0,0.0,green_box_edge::green_edge_1,MODE_C_BALANCED,3993.73125,3993.73125,3993.73125,0.0,4011.32,17.58875,0.0,0.0,red_box_quarter::red_box_1_75pct,MODE_C_BALANCED,3981.435,3981.435,3981.435,0.0,3978.19,3.245,0.0,1.0,red_box_edge::red_edge_1,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3932.25,3932.25,3932.25,0.0,3947.62,15.37,0.0,0.0,red_box_edge::red_edge_2,2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4001.26,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,18.095625,20.315,0.0,25.0,0.0,1.0,MODE_C_BALANCED,3968.95125,3968.95125,3968.95125,0.0,3973.68,4.72875,0.0,1.0,green_box_quarter::green_box_1_75pct,MODE_C_BALANCED,3955.5775,3955.5775,3955.5775,0.0,3944.85,10.7275,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3942.20375,3942.20375,3942.20375,0.0,3916.74,25.46375,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_C_BALANCED,3928.83,3928.83,3928.83,0.0,3888.49,40.34,0.0,0.0,prior_hlc::previous_low,2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3931.9,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,3.6775,3.766146,50.0,50.0,0.0,1.0,MODE_D_NEAREST_VALID_LADDER,4020.51,4020.51,4020.51,0.0,4026.17,5.66,0.0,0.0,green_box_edge::green_edge_2,MODE_D_NEAREST_VALID_LADDER,3997.685,3997.685,3997.685,0.0,3999.38,1.695,1.0,1.0,green_box_midline::green_mid_2,MODE_D_NEAREST_VALID_LADDER,3964.850417,3963.4475,3966.253333,2.805833,3971.33,6.479583,0.0,0.0,green_box_quarter::green_box_1_75pct | prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3944.86,3944.86,3944.86,0.0,3946.09,1.23,1.0,1.0,red_box_edge::red_edge_1,2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3979.04,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,6.23,6.128442,25.0,25.0,0.0,1.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3982.909982,3982.909982,3982.909982,0.0,3994.41,11.500018,0.0,0.0,prior_range_fraction::prev_range_0.333333,MODE_A_LIVE_PROXIMITY_HEAVY,3966.45375,3966.45375,3966.45375,0.0,3965.9,0.55375,1.0,1.0,red_box_quarter::red_box_2_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3945.19125,3945.19125,3945.19125,0.0,3939.99,5.20125,0.0,0.0,red_box_quarter::red_box_2_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3923.92875,3923.92875,3923.92875,0.0,3916.67,7.25875,0.0,0.0,red_box_quarter::red_box_3_25pct,2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3976.93,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,4.465312,6.185521,50.0,50.0,0.0,1.0,MODE_C_BALANCED,4003.308542,4000.963333,4005.65375,4.690417,4017.8,14.491459,0.0,0.0,prior_hlc::previous_pivot_hlc3 | green_box_quarter::green_box_1_75pct,MODE_D_NEAREST_VALID_LADDER,3986.346875,3984.91125,3987.7825,2.87125,3992.42,6.073125,0.0,0.0,green_box_quarter::green_box_1_25pct | prior_range_fraction::prev_range_0.25,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3965.2825,3965.2825,3965.2825,0.0,3968.14,2.8575,1.0,1.0,red_box_midline::red_mid_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3944.54,3944.54,3944.54,0.0,3943.22,1.32,1.0,1.0,red_box_edge::red_edge_2,2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4000.84,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,22.38999,20.19964,0.0,0.0,0.0,1.0,MODE_D_NEAREST_VALID_LADDER,4146.47,4146.47,4146.47,0.0,4158.14,11.67,0.0,0.0,green_box_edge::green_edge_2,MODE_D_NEAREST_VALID_LADDER,4109.315,4109.315,4109.315,0.0,4131.74,22.425,0.0,0.0,green_box_midline::green_mid_2,MODE_C_BALANCED,4076.81502,4076.7,4076.93004,0.23004,4099.17,22.35498,0.0,0.0,prior_hlc::previous_pivot_hlc3 | prior_range_fraction::prev_range_0.666667,MODE_C_BALANCED,4042.66142,4042.16,4043.16284,1.00284,4067.01,24.34858,0.0,0.0,red_box_edge::red_edge_1 | prior_range_fraction::prev_range_0.382,2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4115.78,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,19.984575,20.533225,0.0,0.0,0.0,1.0,MODE_C_BALANCED,4138.78375,4138.78375,4138.78375,0.0,4129.0,9.78375,0.0,0.0,red_box_quarter::red_box_1_25pct,MODE_C_BALANCED,4114.426649,4114.426649,4114.426649,0.0,4097.81,16.616649,0.0,0.0,prior_range_fraction::prev_range_0.333333,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4087.6025,4087.6025,4087.6025,0.0,4064.25,23.3525,0.0,0.0,red_box_midline::red_mid_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4067.13,4067.13,4067.13,0.0,4034.75,32.38,0.0,0.0,red_box_edge::red_edge_2,2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4126.6,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,3.390428,4.195214,50.0,50.0,0.0,1.25,MODE_A_LIVE_PROXIMITY_HEAVY,4241.75,4241.75,4241.75,0.0,4233.19,8.56,0.0,0.0,green_box_edge::green_edge_2,MODE_C_BALANCED,4206.04,4206.04,4206.04,0.0,4204.6,1.44,1.0,1.0,green_box_midline::green_mid_2,MODE_D_NEAREST_VALID_LADDER,4174.136704,4174.136704,4174.136704,0.0,4175.81,1.673296,1.0,1.0,prior_range_fraction::prev_range_0.666667,MODE_C_BALANCED,4141.17244,4140.33,4142.01488,1.68488,4146.28,5.10756,0.0,0.0,red_box_edge::red_edge_1 | prior_range_fraction::prev_range_0.382,2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4195.32,PREV_CLOSE_PROXY,,NEUTRAL
