level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,superset_audited_candidate_price,superset_audited_abs_error,superset_audited_within_5,ladder_selector_candidate_price,ladder_selector_abs_error,ladder_selector_within_3,ladder_selector_within_5,ladder_selector_source_family,ladder_selector_source_type,ladder_selector_score,ladder_selector_valid_day
2025-10-08,2025-10-07,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3949.74,3953.365,3.625,True,3953.365,3.625,False,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,-11.057942,True
2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3929.69,3930.865,1.175,True,3920.685625,9.004375,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,-13.556862,True
2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3910.27,3910.8,0.53,True,3910.8,0.53,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,-41.610876,True
2025-10-09,2025-10-08,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4038.76,4041.38,2.62,True,4039.73,0.97,True,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_recent8_median,49.75816,True
2025-10-09,2025-10-08,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4019.13,4040.21,21.08,False,4036.585,17.455,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,73.196208,True
2025-10-09,2025-10-08,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4001.52,4023.035,21.515,False,4021.86,20.34,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_superset_recent12_median,15.900953,True
2025-10-09,2025-10-08,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,3985.35,3847.56,137.79,False,3850.384844,134.965156,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q75,37.292814,True
2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3999.31,3975.96,23.35,False,3973.825,25.485,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_recent12_median,81.796259,False
2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3980.31,3992.93,12.62,False,3984.490764,4.180764,False,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_mean,30.13979,False
2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3961.97,3973.1275,11.1575,False,3973.1275,11.1575,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,-0.326373,False
2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3943.24,3941.680625,1.559375,True,3941.680625,1.559375,True,True,ROLLING_BASE_SUPERSET,EXPANDED_ORACLE_BETTER,-50.014082,False
2025-10-13,2025-10-10,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,4010.88,4003.8475,7.0325,False,4002.1975,8.6825,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_superset_recent8_median,42.596667,True
2025-10-13,2025-10-10,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3994.06,3994.056667,0.003333,True,3990.431667,3.628333,False,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent12_median,45.403151,True
2025-10-13,2025-10-10,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3974.97,3973.4025,1.5675,True,3962.245,12.725,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_recent12_median,37.836394,True
2025-10-13,2025-10-10,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3956.47,3956.63875,0.16875,True,3956.10875,0.36125,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_recent12_median,28.182442,True
2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4108.96,4110.41,1.45,True,4112.181245,3.221245,False,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent8_median,49.694543,True
2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4093.64,4086.7525,6.8875,False,4082.620521,11.019479,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_expanded_mean,52.024286,True
2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4078.18,4052.60125,25.57875,False,4045.618906,32.561093,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent8_median,33.362659,True
2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4061.81,4022.60125,39.20875,False,4022.196563,39.613437,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent12_median,69.562058,True
2025-10-15,2025-10-14,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4150.06,4142.14,7.92,False,4140.69,9.37,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_recent12_median,39.311069,True
2025-10-15,2025-10-14,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4135.03,4105.3525,29.6775,False,4105.355833,29.674167,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_expanded_recent12_median,45.388711,True
2025-10-15,2025-10-14,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4119.47,4100.765,18.705,False,4099.404688,20.065312,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent12_median,27.174429,True
2025-10-15,2025-10-14,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4105.05,4060.44,44.61,False,4060.27125,44.77875,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent12_median,32.811339,True
2025-10-16,2025-10-15,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4201.69,4201.90625,0.21625,True,4206.41125,4.72125,False,True,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_superset_recent12_median,72.765708,True
2025-10-16,2025-10-15,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4189.9,4189.07,0.83,True,4192.956667,3.056667,False,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_expanded_recent12_median,29.236449,True
2025-10-16,2025-10-15,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4177.27,4169.03264,8.23736,False,4169.136234,8.133766,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent12_median,20.615243,True
2025-10-16,2025-10-15,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4162.99,4150.79,12.2,False,4151.485312,11.504687,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent12_median,24.917907,True
2025-10-17,2025-10-16,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4305.21,4320.4125,15.2025,False,4327.445,22.235,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent12_median,48.193164,True
2025-10-17,2025-10-16,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4289.52,4300.32875,10.80875,False,4301.922481,12.402481,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,original_base_channel_expanded_mean,36.076099,True
2025-10-17,2025-10-16,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4275.71,4290.4125,14.7025,False,4295.31493,19.60493,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent8_median,16.163585,True
2025-10-17,2025-10-16,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4263.05,4270.32875,7.27875,False,4271.888125,8.838125,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent12_median,10.546435,True
2025-10-20,2025-10-17,L4,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4286.39,4325.85875,39.46875,False,4329.266875,42.876875,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_recent12_median,44.546198,True
2025-10-20,2025-10-17,L5,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4249.57,4324.815625,75.245625,False,4325.232292,75.662292,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_recent12_median,45.175983,True
2025-10-20,2025-10-17,L6,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4218.98,4297.945,78.965,False,4298.048594,79.068594,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent8_median,23.277077,True
2025-10-20,2025-10-17,L7,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4188.96,4282.945,93.985,False,4283.640312,94.680312,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent12_median,17.51885,True
2025-10-21,2025-10-20,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4336.24,4338.17875,1.93875,True,4339.06375,2.82375,True,True,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent20_median,24.842731,True
2025-10-21,2025-10-20,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4302.55,4333.31,30.76,False,4333.313333,30.763333,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,original_base_channel_expanded_median,11.885131,True
2025-10-21,2025-10-20,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4275.67,4314.39875,38.72875,False,4313.889688,38.219688,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_median,0.298947,True
2025-10-21,2025-10-20,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4241.47,4300.25,58.78,False,4300.08125,58.61125,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent12_median,-10.252449,True
2025-10-22,2025-10-21,L4,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4243.57,4203.52875,40.04125,False,4202.446698,41.123302,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,original_base_channel_superset_mean,37.75595,True
2025-10-22,2025-10-21,L5,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4216.07,4173.52875,42.54125,False,4166.437083,49.632917,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,original_base_channel_expanded_mean,16.398841,True
2025-10-22,2025-10-21,L6,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4182.91,4122.77625,60.13375,False,4117.98125,64.92875,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_superset_recent8_median,-0.518036,True
2025-10-22,2025-10-21,L7,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4144.81,4082.4,62.41,False,4081.995313,62.814688,False,False,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent20_median,-12.809193,True
2025-10-23,2025-10-22,L4,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4177.89,4082.975,94.915,False,4082.975,94.915,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,11.941163,True
2025-10-23,2025-10-22,L5,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4147.32,4056.869948,90.450052,False,4056.869948,90.450052,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,2.227799,True
2025-10-23,2025-10-22,L6,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4104.93,4027.98875,76.94125,False,4027.98875,76.94125,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,-6.526608,True
2025-10-23,2025-10-22,L7,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4068.85,4004.66,64.19,False,4004.66,64.19,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,-20.913579,True
2025-10-24,2025-10-23,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4171.67,4139.91125,31.75875,False,4144.31875,27.35125,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_mean,58.5694,True
2025-10-24,2025-10-23,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4135.65,4115.61,20.04,False,4116.44,19.21,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent12_median,29.906635,True
2025-10-24,2025-10-23,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4099.72,4097.86708,1.85292,True,4099.43458,0.28542,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent12_median,12.669344,True
2025-10-24,2025-10-23,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4061.44,4078.8925,17.4525,False,4083.590375,22.150375,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_mean,21.28406,True
2025-10-27,2025-10-24,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4166.24,4158.24375,7.99625,False,4165.72,0.52,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent8_median,30.053397,True
2025-10-27,2025-10-24,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4129.36,4119.4875,9.8725,False,4122.954329,6.405671,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,original_base_channel_expanded_mean,20.703366,True
2025-10-27,2025-10-24,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4091.91,4095.73125,3.82125,True,4097.29875,5.38875,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_recent8_median,68.043699,True
2025-10-27,2025-10-24,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4056.5,4056.95625,0.45625,True,4056.7875,0.2875,True,True,ROLLING_LEVEL_RESIDUAL,original_base_level_expanded_recent20_median,4.903803,True
2025-10-28,2025-10-27,L4,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4133.51,4118.255,15.255,False,4116.31625,17.19375,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent8_median,56.32378,True
2025-10-28,2025-10-27,L5,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4092.09,4097.3,5.21,False,4086.49125,5.59875,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent12_median,21.271751,True
2025-10-28,2025-10-27,L6,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4059.5,4061.65538,2.15538,True,4041.30826,18.19174,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent8_median,26.940938,True
2025-10-28,2025-10-27,L7,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4025.25,4025.39,0.14,True,4018.11125,7.13875,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_recent12_median,42.979934,True
2025-10-29,2025-10-28,L4,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL,4053.69,4029.3325,24.3575,False,4046.9975,6.6925,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_expanded_mean,45.552709,True
2025-10-29,2025-10-28,L5,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL,4020.72,4008.945,11.775,False,4013.683346,7.036654,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_mean,20.886824,True
