level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,audit_level_count,original_oracle_pct_within_5,raw_expanded_oracle_pct_within_5,superset_audited_pct_within_5,superset_violation_count,superset_lost_original_within_5_count,superset_audited_median_abs_error,superset_ordered_ladder_valid,superset_ordered_ladder_median_abs_error,superset_ordered_ladder_pct_within_5
2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3979.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,3.6775,True,3.6775,50.0
2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3976.93,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,6.23,True,6.23,25.0
2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4000.84,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,4.465312,True,4.465312,50.0
2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4115.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,22.38999,True,22.38999,0.0
2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4126.6,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,19.984575,True,19.984574,0.0
2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4195.32,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,3.390428,True,3.390428,50.0
2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4171.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,36.37,True,36.37,0.0
2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4085.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,107.04857,True,107.04857,0.0
2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4045.52,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,50.0,75.0,3,1,3.34375,True,3.34375,75.0
2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4067.3,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,4.805,True,4.805,50.0
2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,0,0,3.3375,True,3.3375,50.0
2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,75.0,3,2,3.84375,True,3.84375,75.0
2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,75.0,3,2,2.493437,True,2.493438,75.0
2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,3,2,5.205104,True,5.205104,50.0
2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4130.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,16.091675,True,16.091675,25.0
2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4163.7,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,12.822604,True,12.822604,25.0
2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4157.37,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,14.055829,True,14.055829,0.0
2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4219.51,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,4.53,True,4.53,50.0
2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,12.12808,True,12.12808,25.0
2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,75.0,3,2,3.46125,True,3.46125,75.0
2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,5.845,True,5.845,25.0
2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,100.0,0,0,1.909063,True,1.909062,100.0
2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,11.804063,True,11.804063,0.0
2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,13.31,True,13.31,0.0
2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,12.909375,True,12.909375,0.0
2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,25.0,100.0,4,3,2.396562,True,2.396562,100.0
2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,4,1,5.29862,True,5.29862,50.0
2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,0.0,75.0,4,3,4.78125,False,4.78125,75.0
2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,1,1,9.2725,True,9.2725,50.0
2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,9.086875,True,9.086875,0.0
2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,50.0,100.0,2,2,1.770313,True,1.770313,100.0
2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,75.0,2,1,3.23334,True,3.23334,75.0
2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,17.99,True,17.99,0.0
2025-12-24,2025-12-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4484.54,PREV_CLOSE_PROXY,,NEUTRAL,3,33.333333,100.0,100.0,0,0,3.67625,False,,
2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4479.58,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,2,1,4.965163,True,4.965163,50.0
2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4531.0,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,0.0,75.0,4,3,1.676985,True,1.676985,75.0
2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,76.851625,True,76.851625,0.0
2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,13.91193,True,13.91193,25.0
2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,5.56375,True,5.56375,50.0
2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.72,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,8.38875,True,8.38875,25.0
2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4448.89,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,0.0,75.0,4,3,3.28625,True,3.28625,75.0
2026-01-07,2026-01-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4494.54,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,4.7825,True,4.7825,50.0
2026-01-08,2026-01-07,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.36,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,0.0,100.0,4,4,3.775625,True,3.775625,100.0
2026-01-09,2026-01-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4477.28,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,50.0,75.0,3,1,2.318944,True,2.318944,75.0
2026-01-12,2026-01-09,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4509.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,10.79801,False,10.79801,0.0
2026-01-13,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4597.38,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,0.0,75.0,3,3,2.480625,True,2.480625,75.0
2026-01-14,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4586.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,2,0,24.366667,True,24.366667,0.0
2026-01-15,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4626.39,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,28.450625,True,28.450625,0.0
2026-01-16,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4615.76,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,5.365412,True,5.365412,50.0
2026-01-19,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4595.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,50.0,0,0,7.0425,True,7.0425,50.0
2026-01-20,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4670.86,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,0.0,100.0,4,4,3.52,True,3.52,100.0
2026-01-21,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4763.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,127.24625,True,127.24625,0.0
2026-01-22,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4831.03,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,24.291688,True,24.291688,0.0
2026-01-23,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4936.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,1,0,10.7675,True,10.7675,50.0
2026-01-26,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4987.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,24.530938,True,24.530938,0.0
2026-01-27,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5008.17,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,11.03625,True,11.03625,25.0
2026-01-28,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5181.22,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,57.155938,True,57.155937,0.0
2026-01-29,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5417.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,28.4025,True,28.4025,0.0
2026-01-30,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5370.92,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,85.96875,True,85.96875,0.0
2026-02-02,2026-01-30,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4885.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,133.519039,True,133.51904,0.0
2026-02-03,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4660.96,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,105.6025,True,105.6025,0.0
2026-02-04,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4946.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,106.741304,True,106.741305,0.0
2026-02-05,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4964.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,152.3725,True,152.3725,0.0
2026-02-06,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4779.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,16.03,True,16.03,25.0
2026-02-09,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4965.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,23.860625,True,23.860625,0.0
2026-02-10,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5057.94,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,29.485,True,29.485,25.0
2026-02-11,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5025.3,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,29.06125,True,29.06125,25.0
2026-02-12,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5084.24,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,0,0,4.265,True,4.265,50.0
2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,2,0,8.901703,True,8.901703,0.0
2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,1,0,16.14625,True,16.14625,25.0
2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,3,2,13.574375,True,13.574375,50.0
2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,0.0,75.0,3,3,1.685,True,1.685,75.0
2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,2,0,30.52125,True,30.52125,0.0
2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,7.318125,True,7.318125,50.0
2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,19.778334,True,19.778333,0.0
2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,6.1775,True,6.1775,50.0
2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,17.022545,True,17.022545,0.0
2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,23.480625,True,23.480625,25.0
2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,23.57376,True,23.57376,0.0
2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,75.0,2,2,2.97,True,2.97,75.0
2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,31.031641,True,31.03164,0.0
