level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,prediction_available_levels,missing_prediction_levels,cluster_gap_points,top1_cluster_pct_within_3,top1_cluster_pct_within_5,top3_cluster_pct_within_3,top3_cluster_pct_within_5,best_cluster_median_abs_error,best_cluster_mean_abs_error,best_cluster_pct_within_3,best_cluster_pct_within_5,top1_cluster_median_abs_error,cluster_band_median_width,ordered_ladder_valid,ordered_ladder_median_abs_error,ordered_ladder_pct_within_3,ordered_ladder_pct_within_5
2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,12.5125,10.757812,0.0,25.0,30.236305,0.0,True,30.957709,0.0,0.0
2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,9.9175,11.244062,0.0,0.0,13.59,0.0,True,13.59,0.0,0.0
2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,16.479375,15.479687,0.0,25.0,19.55375,0.0,True,19.55375,0.0,25.0
2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,25.0,0.0,25.0,18.095625,20.315,0.0,25.0,51.197096,0.0,True,18.095625,0.0,25.0
2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,3.6775,3.766146,50.0,50.0,14.053125,0.0,True,25.151458,0.0,0.0
2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,25.0,25.0,25.0,6.23,6.128442,25.0,25.0,6.23,0.0,True,6.23,25.0,25.0
2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,50.0,50.0,50.0,50.0,4.465312,6.185521,50.0,50.0,9.811875,0.717812,True,9.811875,50.0,50.0
2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,22.38999,20.19964,0.0,0.0,55.16983,0.0,True,55.52358,0.0,0.0
2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,19.984575,20.533225,0.0,0.0,19.984575,0.0,True,19.984575,0.0,0.0
2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,3.390428,4.195214,50.0,50.0,33.53006,0.0,True,34.86756,0.0,0.0
2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,36.37,36.135008,0.0,0.0,36.37,0.0,True,36.37,0.0,0.0
2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,107.04857,110.474285,0.0,0.0,107.04857,0.0,True,107.04857,0.0,0.0
2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,50.0,50.0,75.0,3.34375,4.849062,50.0,75.0,12.204375,0.0,True,3.34375,50.0,75.0
2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,4.805,5.35619,50.0,50.0,12.13334,0.0,True,15.88988,25.0,25.0
2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,50.0,50.0,50.0,50.0,3.3375,3.452495,50.0,50.0,3.3375,0.0,True,3.3375,50.0,50.0
2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,4.65125,4.681875,25.0,50.0,15.4275,0.0,True,15.4275,0.0,0.0
2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,3.846875,4.673125,50.0,75.0,10.595625,0.0,True,10.595625,25.0,25.0
2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,50.0,5.314792,5.219908,25.0,50.0,15.2175,0.0,True,8.9375,0.0,25.0
2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,16.091675,16.614587,25.0,25.0,16.091675,0.0,True,16.091675,25.0,25.0
2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,12.822604,13.874896,0.0,25.0,12.822604,0.851875,True,12.822604,0.0,25.0
2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,14.055829,17.494789,0.0,0.0,27.4775,0.0,True,27.4775,0.0,0.0
2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,50.0,5.1425,4.589375,25.0,50.0,14.385,0.0,True,7.559584,25.0,25.0
2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0,True,12.12808,25.0,25.0
2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,50.0,25.0,75.0,4.03,4.32375,25.0,75.0,6.0975,0.0,True,6.0975,25.0,50.0
2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0,True,5.845,25.0,25.0
2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,0.899375,True,1.909063,75.0,100.0
2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,0.0,True,11.804063,0.0,0.0
2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,15.965,0.0,True,15.965,0.0,0.0
2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,1.32875,True,12.909375,0.0,0.0
2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,75.0,75.0,75.0,100.0,2.396562,2.430523,75.0,100.0,2.396562,0.842187,True,2.396562,75.0,75.0
2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,50.0,25.0,50.0,5.29862,5.769206,25.0,50.0,8.521745,0.710417,True,8.008412,25.0,50.0
2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,25.0,50.0,4.78125,7.463073,25.0,75.0,29.571,0.0,True,29.571,0.0,0.0
2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,17.089375,0.0,True,17.089375,25.0,25.0
2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,0.0,True,9.086875,0.0,0.0
2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,50.0,50.0,100.0,2.546875,2.43625,50.0,100.0,6.8625,0.0,True,6.8625,25.0,50.0
2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,25.0,50.0,6.03625,5.96417,25.0,50.0,12.9275,0.0,True,12.9275,0.0,0.0
2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,59.84462,0.0,True,59.84462,0.0,0.0
2025-12-24,2025-12-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3,1,5.0,0.0,33.333333,0.0,33.333333,5.31125,5.71,0.0,33.333333,5.31125,0.0,False,,,
2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,50.0,25.0,50.0,6.174062,8.947989,25.0,50.0,6.174062,0.396562,True,6.174062,25.0,50.0
2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,50.0,50.0,50.0,50.0,1.676985,2.761425,75.0,75.0,4.107538,0.0,True,4.107538,50.0,50.0
2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,76.851625,78.050813,0.0,0.0,76.851625,0.0,True,76.851625,0.0,0.0
2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,13.91193,11.858954,0.0,25.0,15.19443,0.0,True,16.970208,0.0,0.0
2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,50.0,25.0,50.0,5.56375,6.604035,25.0,50.0,5.56375,0.0,True,5.56375,25.0,50.0
2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,8.38875,9.225625,25.0,25.0,8.38875,0.0,True,8.38875,25.0,25.0
2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,3.28625,5.42931,50.0,75.0,39.09875,0.0,True,39.09875,0.0,0.0
2026-01-07,2026-01-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,4.7825,4.372077,25.0,50.0,21.373863,0.0,True,26.023862,0.0,0.0
2026-01-08,2026-01-07,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,75.0,0.0,100.0,3.775625,3.847297,0.0,100.0,3.775625,0.0,True,3.775625,0.0,75.0
2026-01-09,2026-01-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,50.0,2.755,3.58,50.0,75.0,9.365845,0.0,True,19.211233,0.0,0.0
2026-01-12,2026-01-09,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,11.135822,12.156661,0.0,0.0,27.565625,0.0,True,38.556151,0.0,0.0
2026-01-13,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,25.0,50.0,75.0,2.480625,3.07875,50.0,75.0,5.376875,0.0,True,5.376875,0.0,25.0
2026-01-14,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,24.366667,26.694896,0.0,0.0,24.366667,0.0,True,24.366667,0.0,0.0
2026-01-15,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,28.450625,30.717815,0.0,0.0,28.450625,0.759375,True,28.450625,0.0,0.0
2026-01-16,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,50.0,25.0,50.0,5.365412,5.580987,25.0,50.0,5.365412,0.0,True,5.365412,25.0,50.0
2026-01-19,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,25.0,9.05625,10.27625,0.0,25.0,12.29375,0.7475,True,12.9925,0.0,0.0
2026-01-20,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,25.0,75.0,3.52,3.27375,25.0,100.0,7.985075,0.0,True,16.106324,0.0,0.0
2026-01-21,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,127.24625,126.994375,0.0,0.0,127.24625,0.0,True,127.24625,0.0,0.0
2026-01-22,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,27.892314,26.904907,0.0,0.0,42.534375,0.0,True,56.881875,0.0,0.0
2026-01-23,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,50.0,50.0,50.0,50.0,10.7675,10.5775,50.0,50.0,10.7675,0.0,True,10.7675,50.0,50.0
2026-01-26,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,24.654375,25.681562,0.0,0.0,86.0975,0.0,True,86.59375,0.0,0.0
2026-01-27,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,11.03625,10.304063,25.0,25.0,11.03625,0.0,True,11.03625,25.0,25.0
2026-01-28,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,57.155938,57.304688,0.0,0.0,66.751563,1.016563,True,66.751563,0.0,0.0
2026-01-29,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,28.4025,28.636272,0.0,0.0,48.21,0.0,True,40.595,0.0,0.0
2026-01-30,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,85.96875,82.739833,0.0,0.0,91.049666,0.0,True,91.049666,0.0,0.0
2026-02-02,2026-01-30,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,133.519039,134.746395,0.0,0.0,133.519039,0.0,True,133.519039,0.0,0.0
2026-02-03,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,105.6025,106.89375,0.0,0.0,105.6025,0.0,True,105.6025,0.0,0.0
2026-02-04,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,106.741304,105.880652,0.0,0.0,106.741304,0.0,True,106.741304,0.0,0.0
2026-02-05,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,152.3725,148.415,0.0,0.0,152.3725,0.0,True,152.3725,0.0,0.0
2026-02-06,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,25.0,25.0,16.03,19.596875,25.0,25.0,36.537456,0.0,True,33.754956,0.0,0.0
2026-02-09,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,23.860625,23.405938,0.0,0.0,23.860625,0.0,True,23.860625,0.0,0.0
2026-02-10,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,29.485,33.044375,0.0,25.0,29.485,0.0,True,29.485,0.0,25.0
2026-02-11,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,29.06125,26.504375,25.0,25.0,47.57172,0.0,True,47.57172,25.0,25.0
2026-02-12,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,50.0,50.0,50.0,50.0,4.265,4.43125,50.0,50.0,4.265,0.0,True,4.265,50.0,50.0
2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,8.901703,19.533352,0.0,0.0,66.533333,0.0,True,66.533333,0.0,0.0
2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,25.0,0.0,25.0,16.14625,19.588125,0.0,25.0,16.14625,0.0,True,16.14625,0.0,25.0
2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,13.574375,15.336875,0.0,50.0,27.92,0.0,True,27.92,0.0,0.0
2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,50.0,75.0,1.685,2.53,50.0,75.0,11.695,0.0,True,11.695,0.0,25.0
2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,30.52125,33.198438,0.0,0.0,66.437109,0.0,True,66.724375,0.0,0.0
2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,7.318125,8.372083,25.0,50.0,19.57125,0.0,True,19.57125,0.0,0.0
2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,19.778334,19.879167,0.0,0.0,67.685,0.0,True,79.863354,0.0,0.0
2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,25.0,25.0,25.0,25.0,6.1775,5.88,25.0,50.0,33.520625,0.0,True,63.015856,0.0,0.0
2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,17.022545,18.932523,0.0,0.0,17.022545,0.0,True,17.022545,0.0,0.0
2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,25.0,25.0,23.480625,28.444531,25.0,25.0,38.621875,0.0,True,38.621875,0.0,0.0
