dynamic_ordered_ladder_available,dynamic_ordered_ladder_valid,dynamic_bracketed_by_L5_L6,dynamic_inside_L4_L7,dynamic_ordered_ladder_median_abs_error,dynamic_ordered_ladder_mean_abs_error,dynamic_ordered_ladder_pct_within_3,dynamic_ordered_ladder_pct_within_5,L4_dynamic_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_source,L4_source_family,L4_source_type,L5_dynamic_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_source,L5_source_family,L5_source_type,L6_dynamic_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_source,L6_source_family,L6_source_type,L7_dynamic_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_source,L7_source_family,L7_source_type,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
True,True,True,True,0.578645,0.567916,100.0,100.0,4104.439375,4104.67,0.230625,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q25,4068.857709,4069.43,0.572291,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4036.765,4036.18,0.585,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q75,4006.37375,4005.49,0.88375,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_median,2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4045.52,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,1.194123,1.696638,75.0,100.0,4109.675,4105.38,4.295,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4068.733333,4070.7,1.966667,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4040.20842,4040.63,0.42158,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,original_base_source_original_q75,4008.206695,4008.31,0.103305,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4067.3,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.584559,1.361654,75.0,100.0,4110.239118,4109.29,0.949118,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,4069.8825,4074.15,4.2675,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4040.62,4040.63,0.01,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4010.87,4011.09,0.22,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.361845,0.608292,100.0,100.0,4109.47,4109.29,0.18,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,4077.611979,4075.93,1.681979,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,4043.92369,4043.38,0.54369,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4008.6575,4008.63,0.0275,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_median,2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.572793,0.712584,100.0,100.0,4110.34875,4112.0,1.65125,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4080.2125,4079.5,0.7125,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,4046.9465,4047.0,0.0535,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,4010.893085,4010.46,0.433085,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,1.082604,1.199361,100.0,100.0,4144.851875,4143.47,1.381875,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4107.486667,4108.27,0.783333,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,4078.2763,4078.21,0.0663,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4042.844063,4045.41,2.565937,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,6.155737,7.123624,50.0,50.0,4165.365729,4181.28,15.914271,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4136.628525,4146.58,9.951475,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4111.68875,4111.42,0.26875,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4079.68,4082.04,2.36,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4130.64,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,1.143229,4.79112,75.0,75.0,4172.059792,4172.25,0.190208,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4143.039792,4143.1,0.060209,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4106.19375,4108.29,2.09625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4090.007813,4073.19,16.817813,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4163.7,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,2.227079,5.333071,50.0,75.0,4169.710625,4169.5,0.210625,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,4140.659158,4139.9,0.759158,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4113.785,4110.09,3.695,False,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4095.2475,4078.58,16.6675,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4157.37,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,1.323794,1.804256,75.0,100.0,4238.3735,4237.83,0.5435,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,4205.154063,4209.18,4.025937,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4190.76435,4188.77,1.99435,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4165.093239,4164.44,0.653239,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4219.51,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,3.38558,4.92037,50.0,50.0,4236.32116,4229.6,6.72116,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4209.815947,4209.81,0.005947,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,4187.27,4187.32,0.05,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4154.275625,4167.18,12.904375,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.364972,0.705923,100.0,100.0,4233.28875,4233.23,0.05875,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,original_base_level_superset_q25,4215.275,4213.24,2.035,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4192.14375,4192.7,0.55625,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q75,4169.836306,4170.01,0.173694,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,5.0975,5.567813,25.0,50.0,4217.51875,4205.73,11.78875,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4182.7375,4188.05,5.3125,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4163.0375,4167.92,4.8825,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4144.1225,4144.41,0.2875,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.331779,0.411318,100.0,100.0,4205.601087,4205.56,0.041087,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,4184.190625,4183.25,0.940625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4164.3481,4164.02,0.3281,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4142.934542,4143.27,0.335458,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,4.471563,7.160281,25.0,50.0,4227.383,4209.43,17.953,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4193.924375,4188.47,5.454375,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4172.36875,4168.88,3.48875,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4142.625,4144.37,1.745,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,2.695999,3.71839,75.0,75.0,4217.089498,4214.14,2.949498,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4181.748125,4191.11,9.361875,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4167.0875,4169.53,2.4425,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4149.290312,4149.41,0.119688,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,1.057452,1.292632,75.0,100.0,4216.894904,4215.84,1.054904,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4191.40875,4194.44,3.03125,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4172.22,4173.28,1.06,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4152.305625,4152.33,0.024375,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.57325,0.872875,100.0,100.0,4211.530218,4212.52,0.989782,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_recent8_median,4191.973281,4192.13,0.156719,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4173.93,4173.9,0.03,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_median,4152.055,4154.37,2.315,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.215625,0.970456,75.0,100.0,4258.93875,4258.86,0.07875,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,4248.612084,4245.23,3.382084,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4231.72849,4231.66,0.06849,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4215.4075,4215.76,0.3525,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.380312,2.425682,75.0,75.0,4304.421373,4304.36,0.061373,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,4294.310729,4285.43,8.880729,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4264.279375,4264.18,0.099375,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4243.53875,4244.2,0.66125,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,2.147187,3.199991,75.0,75.0,4321.001837,4320.99,0.011837,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,original_base_regime_superset_mean,4300.506875,4301.91,1.403125,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4279.02875,4281.92,2.89125,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4255.68625,4264.18,8.49375,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.822813,0.925616,100.0,100.0,4316.205,4315.01,1.195,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4296.789375,4297.24,0.450625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4276.877188,4278.84,1.962812,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4258.994028,4258.9,0.094028,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_mean,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.249688,0.379453,100.0,100.0,4340.789375,4340.32,0.469375,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q25,4324.8675,4323.86,1.0075,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4306.97,4306.94,0.03,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_original_median,4290.239062,4290.25,0.010938,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q25,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.56875,0.549097,100.0,100.0,4334.977363,4336.01,1.032637,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,4317.58625,4317.56,0.02625,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,original_base_regime_superset_q75,4301.178125,4300.17,1.008125,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_median,4283.399375,4283.27,0.129375,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,7.270982,12.214927,50.0,50.0,4467.094286,4467.13,0.035714,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,4453.341875,4453.37,0.028125,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4426.09375,4440.6,14.50625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4391.92038,4426.21,34.28962,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL
False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,True,False,True,0.11004,2.556504,75.0,75.0,4492.116875,4492.12,0.003125,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_superset_recent8_median,4478.93617,4479.11,0.17383,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,4466.26625,4466.22,0.04625,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q75,4444.157187,4454.16,10.002812,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4479.58,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.64515,0.664449,100.0,100.0,4529.092505,4530.28,1.187495,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,4514.452969,4515.32,0.867031,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4498.83673,4499.26,0.42327,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4482.18,4482.36,0.18,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4531.0,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,69.323573,71.469443,0.0,0.0,4435.785,4350.13,85.655,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4402.345,4329.56,72.785,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4378.572146,4312.71,65.862146,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4358.315625,4296.74,61.575625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.04,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,2.224743,3.038404,75.0,75.0,4366.291875,4359.13,7.161875,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4341.457745,4342.0,0.542255,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,4321.60739,4324.37,2.76261,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4306.663125,4308.35,1.686875,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.275625,1.47966,75.0,75.0,4376.324375,4376.66,0.335625,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_median,4347.64636,4352.91,5.26364,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4330.234375,4330.45,0.215625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_recent8_median,4308.13625,4308.24,0.10375,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.429688,1.582267,75.0,75.0,4369.875306,4375.02,5.144694,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4350.294375,4350.66,0.365625,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4326.80375,4326.31,0.49375,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4303.615,4303.29,0.325,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.72,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.714805,0.657654,100.0,100.0,4459.711494,4459.82,0.108506,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,4438.4825,4437.39,1.0925,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4417.039817,4417.98,0.940183,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,4398.070572,4398.56,0.489428,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4448.89,PREV_CLOSE_PROXY,,NEUTRAL
