level_date,rows,median_abs_distance,mean_abs_distance,pct_within_3,pct_within_5,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,formula_sequence
2026-06-12,12,6.738125,6.206238,16.666667,33.333333,prior_range_fraction,3,1,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=red_box_quarter::red_box_1_25pct | L6=red_box_midline::red_mid_1 | L7=red_box_quarter::red_box_1_75pct | L8=prior_range_fraction::prev_range_0.382 | L9=prior_range_fraction::prev_range_0.25 | L10=prior_range_fraction::prev_range_0.125 | L11=red_box_quarter::red_box_2_75pct | L12=red_box_edge::red_edge_2
2026-06-15,12,2.44625,6.894687,58.333333,75.0,green_box_quarter,1,1,7,3,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_quarter::green_box_4_75pct | L4=green_box_quarter::green_box_4_25pct | L5=green_box_quarter::green_box_3_75pct | L6=green_box_edge::green_edge_2 | L7=prior_hlc::previous_high | L8=green_box_quarter::green_box_1_75pct | L9=prior_range_fraction::prev_range_0.125 | L10=red_box_quarter::red_box_2_75pct | L11=red_box_midline::red_mid_3 | L12=red_box_quarter::red_box_4_25pct
2026-06-16,10,2.25875,3.28775,60.0,70.0,red_box_quarter,2,0,5,3,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_edge::green_edge_1 | L6=red_box_edge::red_edge_1 | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct
2026-06-17,10,1.37375,3.858585,80.0,90.0,green_box_edge,2,0,4,4,L1=green_box_edge::green_edge_4 | L2=green_box_quarter::green_box_4_75pct | L3=green_box_edge::green_edge_3 | L4=green_box_edge::green_edge_2 | L5=prior_range_fraction::prev_range_0.875 | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct | L9=red_box_edge::red_edge_3 | L10=red_box_quarter::red_box_4_75pct
2026-06-18,8,2.322944,4.329173,62.5,62.5,red_box_quarter,1,0,7,0,L1=green_box_quarter::green_box_2_75pct | L2=red_box_quarter::red_box_1_25pct | L3=prior_range_fraction::prev_range_0.666667 | L4=green_box_quarter::green_box_1_75pct | L5=red_box_quarter::red_box_2_25pct | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct
2026-06-19,9,1.88875,2.845278,66.666667,77.777778,green_box_quarter,0,2,5,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=green_box_quarter::green_box_2_25pct | L6=red_box_quarter::red_box_1_75pct | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_close | L9=red_box_edge::red_edge_2
2026-06-22,9,4.565,4.268408,33.333333,55.555556,red_box_quarter,1,1,5,2,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=prior_range_fraction::prev_range_0.618 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct | L9=red_box_edge::red_edge_3
2026-06-23,9,3.76875,3.265694,44.444444,88.888889,red_box_quarter,1,1,5,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_quarter::red_box_1_75pct | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_25pct
2026-06-24,10,2.44375,4.175625,60.0,70.0,green_box_quarter,0,0,8,2,L1=red_box_midline::red_mid_3 | L1=red_box_edge::red_edge_2 | L1=green_box_quarter::green_box_1_25pct | L1=green_box_quarter::green_box_1_75pct | L1=green_box_quarter::green_box_2_25pct | L1=green_box_quarter::green_box_2_75pct | L1=green_box_quarter::green_box_3_25pct | L1=green_box_quarter::green_box_4_25pct | L1=green_box_quarter::green_box_4_75pct | L1=green_box_edge::green_edge_4
2026-06-25,10,3.941693,4.658839,40.0,60.0,green_box_quarter,2,2,5,1,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=prior_range_fraction::prev_range_0.666667 | L6=green_box_quarter::green_box_1_75pct | L7=prior_hlc::previous_close | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3
2026-06-26,10,3.123125,4.95875,40.0,80.0,green_box_edge,1,2,4,3,L1=green_box_edge::green_edge_4 | L2=green_box_quarter::green_box_4_75pct | L3=green_box_quarter::green_box_4_25pct | L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=prior_range_fraction::prev_range_0.875 | L7=prior_hlc::previous_mid | L8=prior_hlc::previous_low | L9=red_box_quarter::red_box_3_25pct | L10=red_box_edge::red_edge_3
2026-06-29,9,2.73875,3.944861,55.555556,55.555556,red_box_quarter,1,2,4,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=red_box_quarter::red_box_2_25pct | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct
2026-06-30,9,3.91875,3.412361,33.333333,77.777778,red_box_quarter,1,0,6,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=red_box_quarter::red_box_1_25pct | L5=red_box_quarter::red_box_1_75pct | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_25pct
